,id,value,location,sample_date,measure,Month,Day,MonthName,Year,year
94299,1327257,1.8,Somchair,2010-12-09,Lead,9,22,December,2010,2010
94331,1327853,2.1,Busarakhan,2010-12-09,Lead,9,22,December,2010,2010
94364,1328852,1.3,Achara,2010-12-11,Lead,9,22,December,2010,2010
94392,1342234,2.5,Chai,2010-12-11,Lead,9,22,December,2010,2010
94423,1343438,3.1,Chai,2010-12-11,Lead,9,22,December,2010,2010
94454,1344638,3.4,Chai,2010-12-11,Lead,9,22,December,2010,2010
94485,1349679,4.2,Kannika,2010-12-11,Lead,9,22,December,2010,2010
94516,1350288,3.1,Kannika,2010-12-11,Lead,9,22,December,2010,2010
94547,1350897,2.9,Kannika,2010-12-11,Lead,9,22,December,2010,2010
94578,1351506,2.6,Sakda,2010-12-11,Lead,9,22,December,2010,2010
94609,1352115,2.0,Sakda,2010-12-11,Lead,9,22,December,2010,2010
94640,1352724,2.0,Sakda,2010-12-11,Lead,9,22,December,2010,2010
94711,1355220,4.5,Kohsoom,2010-12-15,Lead,9,22,December,2010,2010
94749,1325329,5.365,Boonsri,2010-12-16,Lead,9,22,December,2010,2010
94770,1328272,10.7,Decha,2010-12-16,Lead,9,22,December,2010,2010
94855,1638171,1.8,Sakda,2011-01-13,Lead,9,22,January,2011,2011
94888,1639033,2.2,Sakda,2011-01-13,Lead,9,22,January,2011,2011
94921,1639895,2.1,Sakda,2011-01-13,Lead,9,22,January,2011,2011
94952,1628299,1.6,Chai,2011-01-14,Lead,9,22,January,2011,2011
94983,1629358,1.5,Chai,2011-01-14,Lead,9,22,January,2011,2011
95014,1630417,1.7,Chai,2011-01-14,Lead,9,22,January,2011,2011
95047,1635515,1.0,Kannika,2011-01-15,Lead,9,22,January,2011,2011
95079,1636401,1.5,Kannika,2011-01-15,Lead,9,22,January,2011,2011
95111,1637287,1.5,Kannika,2011-01-15,Lead,9,22,January,2011,2011
95143,1613321,12.9377,Boonsri,2011-01-20,Lead,9,22,January,2011,2011
95178,1614292,8.0668,Boonsri,2011-01-20,Lead,9,22,January,2011,2011
95213,1615135,18.3184,Boonsri,2011-01-20,Lead,9,22,January,2011,2011
95243,1616896,0.45,Decha,2011-01-21,Lead,9,22,January,2011,2011
95265,1617264,1.0,Achara,2011-01-21,Lead,9,22,January,2011,2011
95336,1643340,7.21,Kohsoom,2011-01-26,Lead,9,22,January,2011,2011
95383,1615947,1.1,Somchair,2011-01-30,Lead,9,22,January,2011,2011
95415,1616426,1.0,Busarakhan,2011-01-30,Lead,9,22,January,2011,2011
95459,1635578,1.3,Kannika,2011-02-10,Lead,9,22,February,2011,2011
95484,1636464,1.5,Kannika,2011-02-10,Lead,9,22,February,2011,2011
95509,1637350,1.4,Kannika,2011-02-10,Lead,9,22,February,2011,2011
95539,1638243,1.4,Sakda,2011-02-10,Lead,9,22,February,2011,2011
95569,1639105,2.3,Sakda,2011-02-10,Lead,9,22,February,2011,2011
95599,1639967,1.7,Sakda,2011-02-10,Lead,9,22,February,2011,2011
95620,1617313,1.0,Achara,2011-02-11,Lead,9,22,February,2011,2011
95644,1628380,1.3,Chai,2011-02-11,Lead,9,22,February,2011,2011
95667,1629439,1.5,Chai,2011-02-11,Lead,9,22,February,2011,2011
95690,1630498,1.4,Chai,2011-02-11,Lead,9,22,February,2011,2011
95714,1635621,1.2,Kannika,2011-02-12,Lead,9,22,February,2011,2011
95742,1636507,1.5,Kannika,2011-02-12,Lead,9,22,February,2011,2011
95770,1637393,1.5,Kannika,2011-02-12,Lead,9,22,February,2011,2011
95806,1613404,4.507,Boonsri,2011-02-17,Lead,9,22,February,2011,2011
95837,1614375,10.2432,Boonsri,2011-02-17,Lead,9,22,February,2011,2011
95868,1615218,6.3992,Boonsri,2011-02-17,Lead,9,22,February,2011,2011
95893,1617344,1.0,Achara,2011-02-18,Lead,9,22,February,2011,2011
95965,1616930,0.55,Decha,2011-02-19,Lead,9,22,February,2011,2011
95994,1643388,5.153,Kohsoom,2011-02-25,Lead,9,22,February,2011,2011
96024,1615987,1.3,Somchair,2011-02-26,Lead,9,22,February,2011,2011
96052,1616467,0.63,Busarakhan,2011-02-26,Lead,9,22,February,2011,2011
96081,1628452,1.6,Chai,2011-03-09,Lead,9,22,March,2011,2011
96104,1629511,4.0,Chai,2011-03-09,Lead,9,22,March,2011,2011
96127,1630570,3.5,Chai,2011-03-09,Lead,9,22,March,2011,2011
96180,1638310,2.5,Sakda,2011-03-10,Lead,9,22,March,2011,2011
96207,1639172,1.9,Sakda,2011-03-10,Lead,9,22,March,2011,2011
96234,1640034,2.4,Sakda,2011-03-10,Lead,9,22,March,2011,2011
96271,1635685,3.0,Kannika,2011-03-11,Lead,9,22,March,2011,2011
96295,1636571,2.4,Kannika,2011-03-11,Lead,9,22,March,2011,2011
96319,1637457,1.9,Kannika,2011-03-11,Lead,9,22,March,2011,2011
96364,1617379,0.6,Achara,2011-03-18,Lead,9,22,March,2011,2011
96393,1613489,7.585,Boonsri,2011-03-19,Lead,9,22,March,2011,2011
96422,1614460,10.017999999999999,Boonsri,2011-03-19,Lead,9,22,March,2011,2011
96451,1615303,11.3109,Boonsri,2011-03-19,Lead,9,22,March,2011,2011
96520,1616025,2.0,Somchair,2011-03-26,Lead,9,22,March,2011,2011
96545,1616504,2.8,Busarakhan,2011-03-26,Lead,9,22,March,2011,2011
96575,1643436,1.2,Kohsoom,2011-03-30,Lead,9,22,March,2011,2011
96601,1617412,1.0,Achara,2011-03-31,Lead,9,22,March,2011,2011
96625,1635747,1.3,Kannika,2011-04-06,Lead,9,22,April,2011,2011
96650,1636633,1.5,Kannika,2011-04-06,Lead,9,22,April,2011,2011
96675,1637519,1.5,Kannika,2011-04-06,Lead,9,22,April,2011,2011
96702,1638377,1.5,Sakda,2011-04-07,Lead,9,22,April,2011,2011
96729,1639239,2.0,Sakda,2011-04-07,Lead,9,22,April,2011,2011
96756,1640101,2.0,Sakda,2011-04-07,Lead,9,22,April,2011,2011
96780,1628533,4.2,Chai,2011-04-08,Lead,9,22,April,2011,2011
96801,1629592,3.9,Chai,2011-04-08,Lead,9,22,April,2011,2011
96822,1630651,3.9,Chai,2011-04-08,Lead,9,22,April,2011,2011
96862,1626242,0.0,Tansanee,2011-04-09,Lead,9,22,April,2011,2011
96885,1616062,1.7,Somchair,2011-04-13,Lead,9,22,April,2011,2011
96909,1616541,1.0,Busarakhan,2011-04-13,Lead,9,22,April,2011,2011
96936,1616992,3.39,Decha,2011-04-15,Lead,9,22,April,2011,2011
96962,1617448,1.7,Achara,2011-04-16,Lead,9,22,April,2011,2011
97006,1613575,9.2715,Boonsri,2011-04-23,Lead,9,22,April,2011,2011
97065,1643484,4.7,Kohsoom,2011-04-27,Lead,9,22,April,2011,2011
97131,1635824,1.7,Kannika,2011-05-12,Lead,9,22,May,2011,2011
97159,1636710,1.3,Kannika,2011-05-12,Lead,9,22,May,2011,2011
97187,1637596,1.7,Kannika,2011-05-12,Lead,9,22,May,2011,2011
97217,1638455,1.9,Sakda,2011-05-12,Lead,9,22,May,2011,2011
97247,1639317,1.5,Sakda,2011-05-12,Lead,9,22,May,2011,2011
97277,1640179,1.5,Sakda,2011-05-12,Lead,9,22,May,2011,2011
97301,1617504,1.1,Achara,2011-05-13,Lead,9,22,May,2011,2011
97330,1613654,3.0,Boonsri,2011-05-18,Lead,9,22,May,2011,2011
97359,1643534,2.1,Kohsoom,2011-05-18,Lead,9,22,May,2011,2011
97403,1617028,46.11,Decha,2011-05-20,Lead,9,22,May,2011,2011
97473,1628627,5.2,Chai,2011-05-22,Lead,9,22,May,2011,2011
97499,1629686,4.7,Chai,2011-05-22,Lead,9,22,May,2011,2011
97525,1630745,4.9,Chai,2011-05-22,Lead,9,22,May,2011,2011
97635,1616101,2.5,Somchair,2011-05-27,Lead,9,22,May,2011,2011
97661,1616580,1.5,Busarakhan,2011-05-27,Lead,9,22,May,2011,2011
97682,1617538,0.9,Achara,2011-05-27,Lead,9,22,May,2011,2011
97728,1617572,0.3,Achara,2011-06-11,Lead,9,22,June,2011,2011
97756,1617065,42.69,Decha,2011-06-17,Lead,9,22,June,2011,2011
97782,1617609,1.0,Achara,2011-06-17,Lead,9,22,June,2011,2011
97811,1628714,5.8,Chai,2011-06-18,Lead,9,22,June,2011,2011
97841,1629773,5.1,Chai,2011-06-18,Lead,9,22,June,2011,2011
97871,1630832,4.7,Chai,2011-06-18,Lead,9,22,June,2011,2011
97903,1635923,1.4,Kannika,2011-06-18,Lead,9,22,June,2011,2011
97935,1636809,1.6,Kannika,2011-06-18,Lead,9,22,June,2011,2011
97967,1637695,1.5,Kannika,2011-06-18,Lead,9,22,June,2011,2011
97999,1638554,1.7,Sakda,2011-06-18,Lead,9,22,June,2011,2011
98031,1639416,1.9,Sakda,2011-06-18,Lead,9,22,June,2011,2011
98063,1640278,1.5,Sakda,2011-06-18,Lead,9,22,June,2011,2011
98095,1613733,14.0363,Boonsri,2011-06-23,Lead,9,22,June,2011,2011
98130,1614622,13.7555,Boonsri,2011-06-23,Lead,9,22,June,2011,2011
98165,1615465,9.1414,Boonsri,2011-06-23,Lead,9,22,June,2011,2011
98285,1616143,2.1,Somchair,2011-06-29,Lead,9,23,June,2011,2011
98314,1616622,1.6,Busarakhan,2011-06-29,Lead,9,23,June,2011,2011
98345,1643585,2.5,Kohsoom,2011-06-30,Lead,9,23,June,2011,2011
98378,1638618,2.3,Sakda,2011-07-08,Lead,9,23,July,2011,2011
98400,1639480,2.5,Sakda,2011-07-08,Lead,9,23,July,2011,2011
98422,1640342,2.5,Sakda,2011-07-08,Lead,9,23,July,2011,2011
98467,1643636,1.86,Kohsoom,2011-07-13,Lead,9,23,July,2011,2011
98496,1617665,1.0,Achara,2011-07-14,Lead,9,23,July,2011,2011
98521,1635995,1.6,Kannika,2011-07-14,Lead,9,23,July,2011,2011
98546,1636881,1.5,Kannika,2011-07-14,Lead,9,23,July,2011,2011
98571,1637767,1.6,Kannika,2011-07-14,Lead,9,23,July,2011,2011
98595,1628798,1.7,Chai,2011-07-17,Lead,9,23,July,2011,2011
98619,1629857,2.1,Chai,2011-07-17,Lead,9,23,July,2011,2011
98643,1630916,2.1,Chai,2011-07-17,Lead,9,23,July,2011,2011
98674,1613809,5.8883,Boonsri,2011-07-20,Lead,9,23,July,2011,2011
98710,1614698,6.6774,Boonsri,2011-07-20,Lead,9,23,July,2011,2011
98746,1615541,6.3756,Boonsri,2011-07-20,Lead,9,23,July,2011,2011
98895,1616185,3.0,Somchair,2011-08-03,Lead,9,23,August,2011,2011
98925,1616664,1.6,Busarakhan,2011-08-03,Lead,9,23,August,2011,2011
98953,1628872,3.0,Chai,2011-08-03,Lead,9,23,August,2011,2011
98982,1629931,2.6,Chai,2011-08-03,Lead,9,23,August,2011,2011
99011,1630990,2.0,Chai,2011-08-03,Lead,9,23,August,2011,2011
99060,1636067,2.5,Kannika,2011-08-06,Lead,9,23,August,2011,2011
99088,1636953,4.0,Kannika,2011-08-06,Lead,9,23,August,2011,2011
99116,1637839,2.2,Kannika,2011-08-06,Lead,9,23,August,2011,2011
99145,1638697,2.6,Sakda,2011-08-06,Lead,9,23,August,2011,2011
99174,1639559,3.5,Sakda,2011-08-06,Lead,9,23,August,2011,2011
99203,1640421,4.0,Sakda,2011-08-06,Lead,9,23,August,2011,2011
99227,1617721,1.0,Achara,2011-08-11,Lead,9,23,August,2011,2011
99363,1613888,6.3776,Boonsri,2011-08-18,Lead,9,23,August,2011,2011
99398,1614777,7.886,Boonsri,2011-08-18,Lead,9,23,August,2011,2011
99433,1615620,7.8204,Boonsri,2011-08-18,Lead,9,23,August,2011,2011
99513,1616226,3.0,Somchair,2011-08-28,Lead,9,23,August,2011,2011
99541,1616704,2.2,Busarakhan,2011-08-28,Lead,9,23,August,2011,2011
99572,1643687,2.75,Kohsoom,2011-08-31,Lead,9,23,August,2011,2011
99611,1636150,1.6,Kannika,2011-09-09,Lead,9,23,September,2011,2011
99638,1637036,1.5,Kannika,2011-09-09,Lead,9,23,September,2011,2011
99665,1637922,1.4,Kannika,2011-09-09,Lead,9,23,September,2011,2011
99692,1638778,1.9,Sakda,2011-09-09,Lead,9,23,September,2011,2011
99719,1639640,1.5,Sakda,2011-09-09,Lead,9,23,September,2011,2011
99746,1640502,1.4,Sakda,2011-09-09,Lead,9,23,September,2011,2011
99787,1617757,0.4,Achara,2011-09-14,Lead,9,23,September,2011,2011
99836,1616266,2.5,Somchair,2011-09-23,Lead,9,23,September,2011,2011
99863,1616743,3.2,Busarakhan,2011-09-23,Lead,9,23,September,2011,2011
99894,1613978,6.0216,Boonsri,2011-09-28,Lead,9,23,September,2011,2011
99929,1614867,5.7212,Boonsri,2011-09-28,Lead,9,23,September,2011,2011
99964,1615710,6.0216,Boonsri,2011-09-28,Lead,9,23,September,2011,2011
99989,1617791,0.4,Achara,2011-09-28,Lead,9,23,September,2011,2011
100014,1628999,1.8,Chai,2011-09-28,Lead,9,23,September,2011,2011
100040,1630058,2.0,Chai,2011-09-28,Lead,9,23,September,2011,2011
100066,1631117,1.7,Chai,2011-09-28,Lead,9,23,September,2011,2011
100097,1643739,1.74,Kohsoom,2011-09-28,Lead,9,23,September,2011,2011
100159,1617823,1.1,Achara,2011-10-08,Lead,9,23,October,2011,2011
100212,1617858,1.6,Achara,2011-10-13,Lead,9,23,October,2011,2011
100239,1636224,1.5,Kannika,2011-10-14,Lead,9,23,October,2011,2011
100265,1637110,1.3,Kannika,2011-10-14,Lead,9,23,October,2011,2011
100291,1637996,1.9,Kannika,2011-10-14,Lead,9,23,October,2011,2011
100317,1638853,2.2,Sakda,2011-10-15,Lead,9,23,October,2011,2011
100343,1639715,2.6,Sakda,2011-10-15,Lead,9,23,October,2011,2011
100369,1640577,2.0,Sakda,2011-10-15,Lead,9,23,October,2011,2011
100393,1629072,1.6,Chai,2011-10-17,Lead,9,23,October,2011,2011
100418,1630131,2.0,Chai,2011-10-17,Lead,9,23,October,2011,2011
100443,1631190,2.4,Chai,2011-10-17,Lead,9,23,October,2011,2011
100500,1614055,6.126,Boonsri,2011-10-26,Lead,9,23,October,2011,2011
100533,1643790,2.31,Kohsoom,2011-10-26,Lead,9,23,October,2011,2011
100629,1616303,3.0,Somchair,2011-11-03,Lead,9,23,November,2011,2011
100653,1616780,2.2,Busarakhan,2011-11-03,Lead,9,23,November,2011,2011
100690,1617894,0.5,Achara,2011-11-11,Lead,9,23,November,2011,2011
100718,1629159,1.8,Chai,2011-11-11,Lead,9,23,November,2011,2011
100745,1630218,2.0,Chai,2011-11-11,Lead,9,23,November,2011,2011
100772,1631277,2.1,Chai,2011-11-11,Lead,9,23,November,2011,2011
100799,1636289,1.9,Kannika,2011-11-11,Lead,9,23,November,2011,2011
100824,1637175,1.8,Kannika,2011-11-11,Lead,9,23,November,2011,2011
100849,1638061,1.6,Kannika,2011-11-11,Lead,9,23,November,2011,2011
100874,1638928,1.9,Sakda,2011-11-11,Lead,9,23,November,2011,2011
100902,1639790,2.2,Sakda,2011-11-11,Lead,9,23,November,2011,2011
100930,1640652,2.0,Sakda,2011-11-11,Lead,9,23,November,2011,2011
100976,1616345,1.9,Somchair,2011-11-16,Lead,9,23,November,2011,2011
101004,1616822,1.4,Busarakhan,2011-11-16,Lead,9,23,November,2011,2011
101100,1643841,4.0,Kohsoom,2011-11-23,Lead,9,23,November,2011,2011
101135,1614135,3.0,Boonsri,2011-11-26,Lead,9,23,November,2011,2011
101167,1614978,3.0,Boonsri,2011-11-26,Lead,9,23,November,2011,2011
101199,1615821,3.0,Boonsri,2011-11-26,Lead,9,23,November,2011,2011
101280,1629237,1.9,Chai,2011-12-03,Lead,9,23,December,2011,2011
101304,1630296,1.7,Chai,2011-12-03,Lead,9,23,December,2011,2011
101328,1631355,1.7,Chai,2011-12-03,Lead,9,23,December,2011,2011
101370,1643889,3.2,Kohsoom,2011-12-07,Lead,9,23,December,2011,2011
101399,1616383,2.0,Somchair,2011-12-08,Lead,9,23,December,2011,2011
101424,1616860,1.8,Busarakhan,2011-12-08,Lead,9,23,December,2011,2011
101494,1636333,2.4,Kannika,2011-12-09,Lead,9,23,December,2011,2011
101519,1637219,2.6,Kannika,2011-12-09,Lead,9,23,December,2011,2011
101544,1638105,2.5,Kannika,2011-12-09,Lead,9,23,December,2011,2011
101569,1638976,1.4,Sakda,2011-12-09,Lead,9,23,December,2011,2011
101594,1639838,1.8,Sakda,2011-12-09,Lead,9,23,December,2011,2011
101619,1640700,1.5,Sakda,2011-12-09,Lead,9,23,December,2011,2011
101642,1617948,2.5,Achara,2011-12-10,Lead,9,23,December,2011,2011
101672,1614198,3.0,Boonsri,2011-12-14,Lead,9,23,December,2011,2011
101707,1615041,3.0,Boonsri,2011-12-14,Lead,9,23,December,2011,2011
101742,1615884,3.0,Boonsri,2011-12-14,Lead,9,23,December,2011,2011
101883,1979237,2.0,Chai,2012-01-11,Lead,9,23,January,2012,2012
101913,1980188,2.0,Chai,2012-01-11,Lead,9,23,January,2012,2012
101943,1981139,1.8,Chai,2012-01-11,Lead,9,23,January,2012,2012
101982,2217763,2.0,Kannika,2012-01-14,Lead,9,23,January,2012,2012
102013,2218166,1.8,Kannika,2012-01-14,Lead,9,23,January,2012,2012
102044,2218577,1.9,Kannika,2012-01-14,Lead,9,23,January,2012,2012
102075,2218980,4.0,Sakda,2012-01-14,Lead,9,23,January,2012,2012
102106,2219382,3.8,Sakda,2012-01-14,Lead,9,23,January,2012,2012
102137,2219792,3.5,Sakda,2012-01-14,Lead,9,23,January,2012,2012
102168,1967286,0.0,Decha,2012-01-20,Lead,9,23,January,2012,2012
102194,1967823,1.2,Achara,2012-01-20,Lead,9,23,January,2012,2012
102236,2221392,0.87,Kohsoom,2012-01-25,Lead,9,23,January,2012,2012
102272,1962906,0.0,Boonsri,2012-01-26,Lead,9,23,January,2012,2012
102346,1965530,2.5,Somchair,2012-02-04,Lead,9,23,February,2012,2012
102380,1966421,2.7,Busarakhan,2012-02-04,Lead,9,23,February,2012,2012
102412,1979330,2.0,Chai,2012-02-05,Lead,9,23,February,2012,2012
102443,1980281,2.1,Chai,2012-02-05,Lead,9,23,February,2012,2012
102474,1981232,2.5,Chai,2012-02-05,Lead,10,23,February,2012,2012
102526,2217808,1.9,Kannika,2012-02-11,Lead,10,23,February,2012,2012
102558,2218211,1.4,Kannika,2012-02-11,Lead,10,23,February,2012,2012
102590,2218622,1.7,Kannika,2012-02-11,Lead,10,23,February,2012,2012
102623,2219027,1.9,Sakda,2012-02-11,Lead,10,23,February,2012,2012
102656,2219429,1.6,Sakda,2012-02-11,Lead,10,23,February,2012,2012
102689,2219839,1.6,Sakda,2012-02-11,Lead,10,23,February,2012,2012
102724,1962976,0.0,Boonsri,2012-02-15,Lead,10,23,February,2012,2012
102760,1963875,0.0,Boonsri,2012-02-15,Lead,10,23,February,2012,2012
102796,1964709,0.0,Boonsri,2012-02-15,Lead,10,23,February,2012,2012
102827,1967328,0.0,Decha,2012-02-17,Lead,10,23,February,2012,2012
102853,1967899,0.5,Achara,2012-02-17,Lead,10,23,February,2012,2012
102928,1965584,1.9,Somchair,2012-02-18,Lead,10,23,February,2012,2012
102957,1966490,2.7,Busarakhan,2012-02-18,Lead,10,23,February,2012,2012
102992,2221443,4.6,Kohsoom,2012-02-23,Lead,10,23,February,2012,2012
103209,1967373,0.0,Decha,2012-03-16,Lead,10,23,March,2012,2012
103235,1967950,0.5,Achara,2012-03-17,Lead,10,23,March,2012,2012
103265,1963063,0.0,Boonsri,2012-03-24,Lead,10,23,March,2012,2012
103301,1963962,0.0,Boonsri,2012-03-24,Lead,10,23,March,2012,2012
103337,1964796,0.0,Boonsri,2012-03-24,Lead,10,23,March,2012,2012
103441,2221495,3.8,Kohsoom,2012-03-29,Lead,10,23,March,2012,2012
103523,1963125,0.0,Boonsri,2012-04-15,Lead,10,23,April,2012,2012
103551,1964024,0.0,Boonsri,2012-04-15,Lead,10,23,April,2012,2012
103579,1964858,0.0,Boonsri,2012-04-15,Lead,10,23,April,2012,2012
103774,1967418,7.6,Decha,2012-04-19,Lead,10,23,April,2012,2012
103800,1967985,1.2,Achara,2012-04-21,Lead,10,23,April,2012,2012
103880,2221548,4.6,Kohsoom,2012-04-27,Lead,10,23,April,2012,2012
104193,1967463,0.0,Decha,2012-05-19,Lead,10,23,May,2012,2012
104219,1968045,0.5,Achara,2012-05-19,Lead,10,23,May,2012,2012
104273,1963230,0.0,Boonsri,2012-05-25,Lead,10,23,May,2012,2012
104300,1964108,0.0,Boonsri,2012-05-25,Lead,10,23,May,2012,2012
104327,1964942,0.0,Boonsri,2012-05-25,Lead,10,23,May,2012,2012
104363,2221601,7.8,Kohsoom,2012-05-25,Lead,10,23,May,2012,2012
104525,2217938,1.9,Kannika,2012-06-08,Lead,10,23,June,2012,2012
104550,2218349,2.4,Kannika,2012-06-08,Lead,10,23,June,2012,2012
104575,2218752,2.0,Kannika,2012-06-08,Lead,10,23,June,2012,2012
104651,1968098,1.6,Achara,2012-06-16,Lead,10,24,June,2012,2012
104676,1963296,0.0,Boonsri,2012-06-17,Lead,10,24,June,2012,2012
104705,1964174,0.0,Boonsri,2012-06-17,Lead,10,24,June,2012,2012
104734,1965008,0.0,Boonsri,2012-06-17,Lead,10,24,June,2012,2012
104764,1967508,0.0,Decha,2012-06-17,Lead,10,24,June,2012,2012
104799,2221654,2.6,Kohsoom,2012-06-21,Lead,10,24,June,2012,2012
105050,1963378,0.0,Boonsri,2012-07-20,Lead,10,24,July,2012,2012
105084,1964256,0.0,Boonsri,2012-07-20,Lead,10,24,July,2012,2012
105118,1965090,0.0,Boonsri,2012-07-20,Lead,10,24,July,2012,2012
105178,1967553,0.0,Decha,2012-07-20,Lead,10,24,July,2012,2012
105219,1968175,0.5,Achara,2012-07-21,Lead,10,24,July,2012,2012
105269,2221707,3.7,Kohsoom,2012-07-26,Lead,10,24,July,2012,2012
105445,1968210,0.5,Achara,2012-08-16,Lead,10,24,August,2012,2012
105473,1967599,0.0,Decha,2012-08-17,Lead,10,24,August,2012,2012
105539,1963461,0.0,Boonsri,2012-08-23,Lead,10,24,August,2012,2012
105573,1964339,0.0,Boonsri,2012-08-23,Lead,10,24,August,2012,2012
105607,1965173,0.0,Boonsri,2012-08-23,Lead,10,24,August,2012,2012
105643,2221760,5.8,Kohsoom,2012-08-23,Lead,10,24,August,2012,2012
105982,1967644,0.0,Decha,2012-09-20,Lead,10,24,September,2012,2012
106011,1968270,0.5,Achara,2012-09-21,Lead,10,24,September,2012,2012
106042,1963541,3.735,Boonsri,2012-09-23,Lead,10,24,September,2012,2012
106076,1964419,3.015,Boonsri,2012-09-23,Lead,10,24,September,2012,2012
106110,1965253,3.821,Boonsri,2012-09-23,Lead,10,24,September,2012,2012
106473,1967690,2.06,Decha,2012-10-19,Lead,10,24,October,2012,2012
106499,1968347,0.5,Achara,2012-10-21,Lead,10,24,October,2012,2012
106561,2221815,5.8,Kohsoom,2012-10-25,Lead,10,24,October,2012,2012
106624,1963626,3.16,Boonsri,2012-10-29,Lead,10,24,October,2012,2012
106658,1964504,3.35,Boonsri,2012-10-29,Lead,10,24,October,2012,2012
106692,1965337,0.0,Boonsri,2012-10-29,Lead,10,24,October,2012,2012
107004,1968382,0.5,Achara,2012-11-16,Lead,10,24,November,2012,2012
107035,1963693,3.27,Boonsri,2012-11-17,Lead,10,24,November,2012,2012
107069,1964571,0.0,Boonsri,2012-11-17,Lead,10,24,November,2012,2012
107103,1965404,3.0789999999999997,Boonsri,2012-11-17,Lead,10,24,November,2012,2012
107134,1967736,0.0,Decha,2012-11-18,Lead,10,24,November,2012,2012
107198,2221865,3.3,Kohsoom,2012-11-24,Lead,10,24,November,2012,2012
107499,1968456,2.4,Achara,2012-12-10,Lead,10,24,December,2012,2012
107530,1963766,0.0,Boonsri,2012-12-13,Lead,10,24,December,2012,2012
107558,1967782,11.2,Decha,2012-12-15,Lead,10,24,December,2012,2012
107592,2221916,0.92,Kohsoom,2012-12-15,Lead,10,24,December,2012,2012
107893,2160996,0.0,Boonsri,2013-01-17,Lead,10,24,January,2013,2013
107931,2162031,0.0,Boonsri,2013-01-17,Lead,10,24,January,2013,2013
107969,2163064,0.0,Boonsri,2013-01-17,Lead,10,24,January,2013,2013
107999,2166558,1.3,Achara,2013-01-17,Lead,10,24,January,2013,2013
108041,2165974,4.96,Decha,2013-01-20,Lead,10,24,January,2013,2013
108111,2188207,1.2,Kohsoom,2013-01-25,Lead,10,24,January,2013,2013
108358,2166595,0.5,Achara,2013-02-15,Lead,10,24,February,2013,2013
108468,2166028,7.05,Decha,2013-02-17,Lead,10,24,February,2013,2013
108498,2161084,0.0,Boonsri,2013-02-21,Lead,10,24,February,2013,2013
108536,2162119,0.0,Boonsri,2013-02-21,Lead,10,24,February,2013,2013
108574,2163152,3.105,Boonsri,2013-02-21,Lead,10,24,February,2013,2013
108614,2188263,5.9,Kohsoom,2013-02-22,Lead,10,24,February,2013,2013
108798,2166632,0.5,Achara,2013-03-14,Lead,10,24,March,2013,2013
108831,2161159,3.21,Boonsri,2013-03-15,Lead,10,24,March,2013,2013
108868,2162194,0.0,Boonsri,2013-03-15,Lead,10,24,March,2013,2013
108905,2163227,0.0,Boonsri,2013-03-15,Lead,10,24,March,2013,2013
108944,2188317,5.4,Kohsoom,2013-03-15,Lead,10,24,March,2013,2013
109238,2166670,0.5,Achara,2013-04-12,Lead,10,24,April,2013,2013
109304,2161244,0.0,Boonsri,2013-04-14,Lead,10,24,April,2013,2013
109346,2162279,0.0,Boonsri,2013-04-14,Lead,10,24,April,2013,2013
109388,2163312,0.0,Boonsri,2013-04-14,Lead,10,24,April,2013,2013
109558,2166120,5.3,Decha,2013-04-18,Lead,10,25,April,2013,2013
109590,2188371,1.9,Kohsoom,2013-04-19,Lead,10,25,April,2013,2013
109801,2166708,0.5,Achara,2013-05-16,Lead,10,25,May,2013,2013
109899,2161334,0.0,Boonsri,2013-05-17,Lead,10,25,May,2013,2013
109940,2162369,0.0,Boonsri,2013-05-17,Lead,10,25,May,2013,2013
109981,2163402,0.0,Boonsri,2013-05-17,Lead,10,25,May,2013,2013
110030,2166162,0.94,Decha,2013-05-18,Lead,10,25,May,2013,2013
110098,2188427,1.3,Kohsoom,2013-05-23,Lead,10,25,May,2013,2013
110179,2166746,0.5,Achara,2013-06-14,Lead,10,25,June,2013,2013
110325,2161425,4.974,Boonsri,2013-06-20,Lead,10,25,June,2013,2013
110366,2162460,0.0,Boonsri,2013-06-20,Lead,10,25,June,2013,2013
110407,2163493,0.0,Boonsri,2013-06-20,Lead,10,25,June,2013,2013
110596,2188484,1.7,Kohsoom,2013-06-27,Lead,10,25,June,2013,2013
110875,2166262,1.1,Decha,2013-07-18,Lead,10,25,July,2013,2013
110897,2166784,0.5,Achara,2013-07-18,Lead,10,25,July,2013,2013
110965,2161511,0.0,Boonsri,2013-07-19,Lead,10,25,July,2013,2013
111005,2162546,0.0,Boonsri,2013-07-19,Lead,10,25,July,2013,2013
111045,2163579,0.0,Boonsri,2013-07-19,Lead,10,25,July,2013,2013
111121,2188542,3.1,Kohsoom,2013-07-25,Lead,10,25,July,2013,2013
111462,2161595,0.0,Boonsri,2013-08-16,Lead,10,25,August,2013,2013
111503,2162630,0.0,Boonsri,2013-08-16,Lead,10,25,August,2013,2013
111544,2163663,0.0,Boonsri,2013-08-16,Lead,10,25,August,2013,2013
111575,2166822,1.1,Achara,2013-08-16,Lead,10,25,August,2013,2013
111612,2166319,0.31,Decha,2013-08-18,Lead,10,25,August,2013,2013
111643,2188596,0.89,Kohsoom,2013-08-22,Lead,10,25,August,2013,2013
111788,2166347,1.53,Decha,2013-09-07,Lead,10,25,September,2013,2013
